Code	D_code	ast	usedate	Valid	WHO	Code_w	d_code_w	Prim	Headline	Text	Tehty	ic9_cm	icd9_cm2	Text_2	SSKParentDgKods	SSKGrupa	Vai ieklaut	Teh pievienosana	Upper level idx	Laiks
C85.1										B sunu limfoma, neprecizeta					C85	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C85.7										Citi detalizeti ne Hodzkina limfomas tipi					C85	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C85.9										Ne Hodzkina limfoma, neprecizets tips					C85	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C88										Laundabigas imunproliferativas slimibas					NULL	Limfoido, asinsrades un radniecigu audu laundabigi audzeji	X	X		
C88.0										Valdenstrema (Waldenstrom) makroglobulinemija					C88	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C88.1										Alfa smago kezu slimiba					C88	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C88.2										Gamma smago kezu slimiba					C88	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C88.3										Imunproliferativa tievo zarnu slimiba					C88	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C88.7										Citas laundabigas imunproliferativas slimibas					C88	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C88.9										Laundabiga imunproliferativa slimiba, neprecizeta					C88	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C90										Multipla mieloma un laundabigi plazmas sunu audzeji					NULL	Limfoido, asinsrades un radniecigu audu laundabigi audzeji	X	X		
C90.0										Multipla mieloma					C90	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C90.1										Plazmas sunu leikoze					C90	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C90.2										Ekstramedulara plazmacitoma					C90	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C91										Limfoleikoze					NULL	Limfoido, asinsrades un radniecigu audu laundabigi audzeji	X	X		
C91.0										Akuta limfoleikoze					C91	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C91.1										Hroniska limfoleikoze					C91	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C91.2										Subakuta limfoleikoze					C91	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C91.3										Prolimfocitara leikoze					C91	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C91.4										Mataino sunu leikoze					C91	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C91.5										Pieauguso T sunu leikoze					C91	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C91.7										Citas limfoleikozes					C91	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C91.9										Limfoleikoze,neprecizeta					C91	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C92										Mieloleikoze					NULL	Limfoido, asinsrades un radniecigu audu laundabigi audzeji	X	X		
C92.0										Akuta mieloleikoze					C92	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C92.1										Hroniska mieloleikoze					C92	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C92.2										Subakuta mieloleikoze					C92	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C92.3										Mielosarkoma					C92	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C92.4										Akuta promielocitara leikoze					C92	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C92.5										Akuta mielomonocitara leikoze					C92	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C92.7										Citas mieloleikozes					C92	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C92.9										Mieloleikoze,neprecizeta					C92	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C93										Monocitara leikoze					NULL	Limfoido, asinsrades un radniecigu audu laundabigi audzeji	X	X		
C93.0										Akuta monocitara leikoze					C93	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C93.1										Hroniska monocitara leikoze					C93	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C93.2										Subakuta monocitara leikoze					C93	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C93.7										Citas monocitaras leikozes					C93	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C93.9										Monocitara leikoze,neprecizeta					C93	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C94										Citas precizetas leikozes					NULL	Limfoido, asinsrades un radniecigu audu laundabigi audzeji	X	X		
C94.0										Akuta eritremija un eritroblastoze					C94	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C94.1										Hroniska eritremija					C94	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C94.2										Akuta megakarioblastiska leikoze					C94	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C94.3										Tuklo sunu leikoze					C94	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C94.4										Akuta panmieloze					C94	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C94.5										Akuta mielofibroze					C94	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C94.7										Citas precizetas leikozes					C94	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C95										Neprecizetu sunu leikoze					NULL	Limfoido, asinsrades un radniecigu audu laundabigi audzeji	X	X		
C95.0										Akuta neprecizetu sunu leikoze					C95	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C95.1										Hroniska neprecizetu sunu leikoze					C95	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C95.2										Subakuta neprecizetu sunu leikoze					C95	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C95.7										Cita neprecizetu sunu leikoze					C95	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C95.9										Leikoze,neprecizeta					C95	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C96										Citi un /neprec.limfoido,asinsrades un radniecigu audu laund.audz.					NULL	Limfoido, asinsrades un radniecigu audu laundabigi audzeji	X	X		
C96.0										Leterera-Sives (Letterer-Siwe) slimiba					C96	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C96.1										Laundabiga histiocitoze					C96	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C96.2										Laundabigs tuklo sunu audzejs					C96	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C96.3										Ista histiocitiska limfoma					C96	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C96.7										Citi precizeti limfoido,asinsrades un radniecigu audu laund.audz.					C96	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C96.9										Limfoido,asinsrades un radniecigu audu laund.audz.,neprecizets					C96	Limfoido, asinsrades un radniecigu audu laundabigi audzeji		X	X	
C97										Neatkarigi (primari) multipli launadabigi audzeji					NULL	Neatkarigi (primari) multipli laundabigi audzeji	X	X		
D00										Mutes dobuma,baribas vada un kunga carcinoma in situ					NULL	Audzeji in situ				
D00.0										Lupa,mutes dobums un rikle					D00	Audzeji in situ				
D00.1										Baribas vads					D00	Audzeji in situ				
D00.2										Kungis					D00	Audzeji in situ				
D01										Citu un neprecizetu gremosanas organu carcinoma in situ					NULL	Audzeji in situ				
D01.0										Resna zarna					D01	Audzeji in situ				
D01.1										Rektosigmoidais savienojums					D01	Audzeji in situ				
D01.2										Taisna zarna					D01	Audzeji in situ				
D01.3										Tuplis un tupla kanals					D01	Audzeji in situ				
D01.4										Citas un neprecizetas zarnu dalas					D01	Audzeji in situ				
D01.5										Aknas, zultspuslis un zultsvadi					D01	Audzeji in situ				
D01.7										Citi precizeti gremosanas organi					D01	Audzeji in situ				
D01.9										Gremosanas organi, neprecizeti					D01	Audzeji in situ				
D02										Vidusauss un elposanas sistemas carcinoma in situ					NULL	Audzeji in situ				
D02.0										Balsene					D02	Audzeji in situ				
D02.1										Traheja					D02	Audzeji in situ				
D02.2										Bronhs un plausa					D02	Audzeji in situ				
D02.3										Citas elposanas sistemas dalas					D02	Audzeji in situ				
D02.4										Elposanas sistema, neprecizeta					D02	Audzeji in situ				
D03										Melanoma in situ					NULL	Audzeji in situ				
D03.0										Lupas melanoma in situ					D03	Audzeji in situ				
D03.1										Plakstina melanoma in situ, ieskaitot acs kaktinu					D03	Audzeji in situ				
D03.2										Auss un arejas auss ejas melanoma in situ					D03	Audzeji in situ				
D03.3										Citu un neprecizetu sejas dalu melanoma in situ					D03	Audzeji in situ				
D03.4										Galvas matainas dalas un kakla melanoma in situ					D03	Audzeji in situ				
D03.5										Rumpja melanoma in situ					D03	Audzeji in situ				
D03.6										Augsejas ekstremitates melanoma in situ,ieskaitot plecu					D03	Audzeji in situ				
D03.7										Apaksejas ekstremitates melanoma in situ,ieskaitot guzu					D03	Audzeji in situ				
D03.8										Citas lokalizacijas melanoma in situ					D03	Audzeji in situ				
D03.9										Melanoma in situ, neprecizeta					D03	Audzeji in situ				
D04										Adas carcinoma in situ					NULL	Audzeji in situ				
D04.0										Lupas ada					D04	Audzeji in situ				
D04.1										Plakstina ada, ieskaitot acs kaktinu					D04	Audzeji in situ				
D04.2										Auss un auss arejas ejas ada					D04	Audzeji in situ				
D04.3										Citu un neprecizetu sejas dalu ada					D04	Audzeji in situ				
D04.4										Galvas matainas dalas un kakla ada					D04	Audzeji in situ				
D04.5										Rumpja ada					D04	Audzeji in situ				
D04.6										Augsejas ekstremitates ada, ieskaitot plecu					D04	Audzeji in situ				
D04.7										Apaksejas ekstremitates ada, ieskaitot guzu					D04	Audzeji in situ				
D04.8										Citas lokalizacijas ada					D04	Audzeji in situ				
D04.9										Ada, bez precizejuma					D04	Audzeji in situ				
D05										Kruts carcinoma in situ					NULL	Audzeji in situ				
D05.0										Lobulara carcinoma in situ					D05	Audzeji in situ				
D05.1										Intraduktala carcinoma in situ					D05	Audzeji in situ				
D05.7										Cita veida kruts carcinoma in situ					D05	Audzeji in situ				
D05.9										Kruts  carcinoma in situ, neprecizeta					D05	Audzeji in situ				
D06										Dzemdes kakla carcinoma in situ					NULL	Audzeji in situ				
D06.0										Endocervix					D06	Audzeji in situ				
D06.1										Exocervix					D06	Audzeji in situ				
D06.7										Citas dzemdes kakla dalas					D06	Audzeji in situ				
D06.9										Dzemdes kakls, bez precizejuma					D06	Audzeji in situ				
D07										Citu un neprecizetu dzimumorganu carcinoma in situ					NULL	Audzeji in situ				
D07.0										Endometrijs					D07	Audzeji in situ				
D07.1										Sieviesu arejie dzimumorgani					D07	Audzeji in situ				
D07.2										Maksts					D07	Audzeji in situ				
D07.3										Citi un neprecizeti sieviesu dzimumorgani					D07	Audzeji in situ				
D07.4										Dzimumloceklis					D07	Audzeji in situ				
D07.5										Prostata					D07	Audzeji in situ				
D07.6										Citi un neprecizeti viriesu dzimumorgani					D07	Audzeji in situ				
D09										Citu un neprecizetu lokalizaciju carcinoma in situ					NULL	Audzeji in situ				
D09.0										Urinpuslis					D09	Audzeji in situ				
D09.1										Citi un neprecizeti urinizvadorgani					D09	Audzeji in situ				
D09.2										Acs					D09	Audzeji in situ				
D09.3										Vairogdziedzeris un citi endokrinie dziedzeri					D09	Audzeji in situ				
D09.7										Citu precizetu lokalizaciju carcinoma in situ					D09	Audzeji in situ				
D09.9										Carcinoma in situ,neprecizeta					D09	Audzeji in situ				
D10										Mutes un rikles labdabigs audzejs					NULL	Labdabigi audzeji				
D10.0										Lupa					D10	Labdabigi audzeji				
D10.1										Mele					D10	Labdabigi audzeji				
D10.2										Mutes pamatne					D10	Labdabigi audzeji				
D10.3										Citas un neprecizetas mutes dalas					D10	Labdabigi audzeji				
D10.4										Mandele					D10	Labdabigi audzeji				
D10.5										Cita lokalizacija rikles mutes dala (oropharynx) 					D10	Labdabigi audzeji				
D10.6										Aizdegune					D10	Labdabigi audzeji				
D10.7										Rikles balsenes dala (hypopharynx)					D10	Labdabigi audzeji				
D10.9										Rikle,bez precizejuma					D10	Labdabigi audzeji				
D11										Lielo siekalu dziedzeru labdabigs audzejs					NULL	Labdabigi audzeji				
D11.0										Pieauss dziedzeris					D11	Labdabigi audzeji				
D11.7										Citi lielie siekalu dziedzeri					D11	Labdabigi audzeji				
D11.9										Lielais siekalu dziedzeris, neprecizets					D11	Labdabigi audzeji				
D12										Resnas zarnas, taisnas zarnas, tupla un tupla kanala labdabigs audzejs					NULL	Labdabigi audzeji				
D12.0										Akla zarna					D12	Labdabigi audzeji				
D12.1										Aklas zarnas piedeklis (appendix vermiformis)					D12	Labdabigi audzeji				
D12.2										Augsupejosa lokzarna (colon ascendens)					D12	Labdabigi audzeji				
D12.3										Skerszarna (colon transversum)					D12	Labdabigi audzeji				
D12.4										Lejupejosa lokzarna (colon descendens)					D12	Labdabigi audzeji				
D12.5										Sigmveida zarna					D12	Labdabigi audzeji				
D12.6										Resna zarna, bez precizejuma					D12	Labdabigi audzeji				
D12.7										Rektosigmoidalais savienojums					D12	Labdabigi audzeji				
D12.8										Taisna zarna					D12	Labdabigi audzeji				
D12.9										Tuplis un tupla kanals					D12	Labdabigi audzeji				
D13										Parejo un neprecizi noteiktu gremosanas sistemas dalu labdabigs audzejs					NULL	Labdabigi audzeji				
D13.0										Baribas vads					D13	Labdabigi audzeji				
D13.1										Kungis					D13	Labdabigi audzeji				
D13.2										Divpadsmitpirkstu zarna					D13	Labdabigi audzeji				
D13.3										Parejas un neprecizetas tievo zarnu dalas					D13	Labdabigi audzeji				
D13.4										Aknas					D13	Labdabigi audzeji				
D13.5										Ekstrahepatiskie zultsvadi					D13	Labdabigi audzeji				
D13.6										Aizkunga dziedzeris					D13	Labdabigi audzeji				
D13.7										Aizkunga dziedzera endokrina dala					D13	Labdabigi audzeji				
D13.9										Neprecizi noradita lokalizacija gremosanas sistema					D13	Labdabigi audzeji				
D14										Vidusauss un elposanas sistemas labdabigi audzeji					NULL	Labdabigi audzeji				
D14.0										Vidusauss, deguna dobums un blakusdobumi					D14	Labdabigi audzeji				
D14.1										Balsene					D14	Labdabigi audzeji				
D14.2										Traheja					D14	Labdabigi audzeji				
D14.3										Bronhs un plausa					D14	Labdabigi audzeji				
D14.4										Elposanas sistema, bez precizejuma					D14	Labdabigi audzeji				
D15										Citu un neprecizetu krusu dobuma organu labdabigs audzejs					NULL	Labdabigi audzeji				
D15.0										Aizkrutes dziedzeris					D15	Labdabigi audzeji				
D15.1										Sirds					D15	Labdabigi audzeji				
D15.2										Videne					D15	Labdabigi audzeji				
D15.7										Citi precizeti krusu dobuma organi					D15	Labdabigi audzeji				
D15.9										Krusu dobuma organi, neprecizeti					D15	Labdabigi audzeji				
D16										Kaulu un locitavu skrimslu labdabigs audzejs					NULL	Labdabigi audzeji				
D16.0										Augsejas ekstremitates garie kauli un lapstina					D16	Labdabigi audzeji				
D16.1										Augsejas ekstremitates isie kauli					D16	Labdabigi audzeji				
D16.2										Apaksejas ekstremitates garie kauli					D16	Labdabigi audzeji				
D16.3										Apaksejas ekstremitates isie kauli					D16	Labdabigi audzeji				
D16.4										Galvaskausa un sejas kauli					D16	Labdabigi audzeji				
D16.5										Apakszoklis					D16	Labdabigi audzeji				
D16.6										Mugurkaulajs					D16	Labdabigi audzeji				
D16.7										Ribas, kruskauls un atslegas kauls					D16	Labdabigi audzeji				
D16.8										Iegurna kauli, krusta un asteskauls					D16	Labdabigi audzeji				
D16.9										Kauls un locitavas skrimslis,neprecizets					D16	Labdabigi audzeji				
D17										Labdabigs lipomatozs audzejs (lipoma)					NULL	Labdabigi audzeji				
D17.0										Galvas, sejas un kakla adas un zemadas audu labdab.lipomatozs audz.					D17	Labdabigi audzeji				
D17.1										Rumpja adas un zemadas audu labdabigs lipomatozs audzejs					D17	Labdabigi audzeji				
D17.2										Ekstremitasu adas un zemadas audu labdabigs lipomatozs audzejs					D17	Labdabigi audzeji				
D17.3										Citu un neprecizetu vietu adas un zemadas audu labdabigs lipomatozs audzejs					D17	Labdabigi audzeji				
D17.4										Krusu dobuma organu labdabigs lipomatozs audzejs					D17	Labdabigi audzeji				
D17.5										Intraabdominalo organu  labdabigs lipomatozs audzejs					D17	Labdabigi audzeji				
D17.6										Seklsaites labdabigs lipomatozs audzejs					D17	Labdabigi audzeji				
D17.7										Citas lokalizacijas labdabigs lipomatozs audzejs					D17	Labdabigi audzeji				
D17.9										Labdabigs lipomatozs audzejs, neprecizets					D17	Labdabigi audzeji				
D18										Hemangioma un limfangioma, jebkura lokalizacija					NULL	Labdabigi audzeji				
D18.0										Jebkuras lokalizacijas hemangioma					D18	Labdabigi audzeji				
D18.1										Jebkuras lokalizacijas limfangioma					D18	Labdabigi audzeji				
D19										Mezotelialo audu labdabigs audzejs					NULL	Labdabigi audzeji				
D19.0										Pleiras mezotelialie audi					D19	Labdabigi audzeji				
D19.1										Vederpleves mezotelialie audi					D19	Labdabigi audzeji				
D19.7										Parejo lokalizaciju mezotelialie audi					D19	Labdabigi audzeji				
D19.9										Mezotelialie audi, neprecizeti					D19	Labdabigi audzeji				
