KOD;TEXT;HÄNDELSE
W1529;Fall från stup-skola, offentlig lokal-ospec aktiviteter;0
V1530;Cyklist skadad i kollision med tåg, person skadad vid av- och påstigning av cykel-idrott;0
W1530;Fall från stup-idrottsanläggning-idrott;0
V1531;Cyklist skadad i kollision med tåg, person skadad vid av- och påstigning av cykel-lek,fritid;0
W1531;Fall från stup-idrottsanläggning-lek,fritid;0
V1532;Cyklist skadad i kollision med tåg, person skadad vid av- och påstigning av cykel-förvärvsarbete;0
W1532;Fall från stup-idrottsanläggning-förvärvsarbete;0
V1533;Cyklist skadad i kollision med tåg, person skadad vid av- och påstigning av cykel-annan sysselsättning;0
W1533;Fall från stup-idrottsanläggning-annan sysselsättning;0
V1534;Cyklist skadad i kollision med tåg, person skadad vid av- och påstigning av cykel-vitalaktivitet;0
W1534;Fall från stup-idrottsanläggning-vitalaktivitet;0
V1538;Cyklist skadad i kollision med tåg, person skadad vid av- och påstigning av cykel-andra aktiviteter;0
W1538;Fall från stup-idrottsanläggning-andra aktiviteter;0
V1539;Cyklist skadad i kollision med tåg, person skadad vid av- och påstigning av cykel-ospec aktiviteter;0
W1539;Fall från stup-idrottsanläggning-ospec aktiviteter;0
V1540;Cyklist skadad i kollision med tåg, förare av cykel skadad i trafikolycka-idrott;0
W1540;Fall från stup-gata-idrott;0
V1541;Cyklist skadad i kollision med tåg, förare av cykel skadad i trafikolycka-lek,fritid;0
W1541;Fall från stup-gata-lek,fritid;0
V1542;Cyklist skadad i kollision med tåg, förare av cykel skadad i trafikolycka-förvärvsarbete;0
W1542;Fall från stup-gata-förvärvsarbete;0
V1543;Cyklist skadad i kollision med tåg, förare av cykel skadad i trafikolycka-annan sysselsättning;0
W1543;Fall från stup-gata-annan sysselsättning;0
V1544;Cyklist skadad i kollision med tåg, förare av cykel skadad i trafikolycka-vitalaktivitet;0
W1544;Fall från stup-gata-vitalaktivitet;0
V1548;Cyklist skadad i kollision med tåg, förare av cykel skadad i trafikolycka-andra aktiviteter;0
W1548;Fall från stup-gata-andra aktiviteter;0
V1549;Cyklist skadad i kollision med tåg, förare av cykel skadad i trafikolycka-ospec aktiviteter;0
W1549;Fall från stup-gata-ospec aktiviteter;0
V1550;Cyklist skadad i kollision med tåg, passagerare på cykel skadad i trafikolycka-idrott;0
W1550;Fall från stup-serviceområde-idrott;0
V1551;Cyklist skadad i kollision med tåg, passagerare på cykel skadad i trafikolycka-lek,fritid;0
W1551;Fall från stup-serviceområde-lek,fritid;0
V1552;Cyklist skadad i kollision med tåg, passagerare på cykel skadad i trafikolycka-förvärvsarbete;0
W1552;Fall från stup-serviceområde-förvärvsarbete;0
V1553;Cyklist skadad i kollision med tåg, passagerare på cykel skadad i trafikolycka-annan sysselsättning;0
W1553;Fall från stup-serviceområde-annan sysselsättning;0
V1554;Cyklist skadad i kollision med tåg, passagerare på cykel skadad i trafikolycka-vitalaktivitet;0
W1554;Fall från stup-serviceområde-vitalaktivitet;0
V1558;Cyklist skadad i kollision med tåg, passagerare på cykel skadad i trafikolycka-andra aktiviteter;0
W1558;Fall från stup-serviceområde-andra aktiviteter;0
V1559;Cyklist skadad i kollision med tåg, passagerare på cykel skadad i trafikolycka-ospec aktiviteter;0
W1559;Fall från stup-serviceområde-ospec aktiviteter;0
W1560;Fall från stup-industriområde-idrott;0
W1561;Fall från stup-industriområde-lek,fritid;0
W1562;Fall från stup-industriområde-förvärvsarbete;0
W1563;Fall från stup-industriområde-annan sysselsättning;0
W1564;Fall från stup-industriområde-vitalaktivitet;0
W1568;Fall från stup-industriområde-andra aktiviteter;0
W1569;Fall från stup-industriområde-ospec aktiviteter;0
W1570;Fall från stup-lantbruksområde-idrott;0
W1571;Fall från stup-lantbruksområde-lek,fritid;0
W1572;Fall från stup-lantbruksområde-förvärvsarbete;0
W1573;Fall från stup-lantbruksområde-annan sysselsättning;0
W1574;Fall från stup-lantbruksområde-vitalaktivitet;0
W1578;Fall från stup-lantbruksområde-andra aktiviteter;0
W1579;Fall från stup-lantbruksområde-ospec aktiviteter;0
W1580;Fall från stup-andra områden-idrott;0
W1581;Fall från stup-andra områden-lek,fritid;0
W1582;Fall från stup-andra områden-förvärvsarbete;0
W1583;Fall från stup-andra områden-annan sysselsättning;0
W1584;Fall från stup-andra områden-vitalaktivitet;0
W1588;Fall från stup-andra områden-andra aktiviteter;0
W1589;Fall från stup-andra områden-ospec aktiviteter;0
V1590;Cyklist skadad i kollision med tåg, cyklist, icke specificerad, skadad i trafikolycka-idrott;0
W1590;Fall från stup-ospec område-idrott;0
V1591;Cyklist skadad i kollision med tåg, cyklist, icke specificerad, skadad i trafikolycka-lek,fritid;0
W1591;Fall från stup-ospec område-lek,fritid;0
V1592;Cyklist skadad i kollision med tåg, cyklist, icke specificerad, skadad i trafikolycka-förvärvsarbete;0
W1592;Fall från stup-ospec område-förvärvsarbete;0
V1593;Cyklist skadad i kollision med tåg, cyklist, icke specificerad, skadad i trafikolycka-annan sysselsättning;0
W1593;Fall från stup-ospec område-annan sysselsättning;0
V1594;Cyklist skadad i kollision med tåg, cyklist, icke specificerad, skadad i trafikolycka-vitalaktivitet;0
W1594;Fall från stup-ospec område-vitalaktivitet;0
V1598;Cyklist skadad i kollision med tåg, cyklist, icke specificerad, skadad i trafikolycka-andra aktiviteter;0
W1598;Fall från stup-ospec område-andra aktiviteter;0
V1599;Cyklist skadad i kollision med tåg, cyklist, icke specificerad, skadad i trafikolycka-ospec aktiviteter;0
W1599;Fall från stup-ospec område-ospec aktiviteter;0
V1600;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i olycka, ej trafik-idrott;0
W1600;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-bostad-idrott;0
V1601;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i olycka, ej trafik-lek,fritid;0
W1601;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-bostad-lek,fritid;0
V1602;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i olycka, ej trafik-förvärvsarbete;0
W1602;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-bostad-förvärvsarbete;0
V1603;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i olycka, ej trafik-annan sysselsättning;0
W1603;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-bostad-annan sysselsättning;0
V1604;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i olycka, ej trafik-vitalaktivitet;0
W1604;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-bostad-vitalaktivitet;0
V1608;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i olycka, ej trafik-andra aktiviteter;0
W1608;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-bostad-andra aktiviteter;0
V1609;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i olycka, ej trafik-ospec aktiviteter;0
W1609;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-bostad-ospec aktiviteter;0
V1610;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i olycka, ej trafik-idrott;0
W1610;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-institutionellt boende-idrott;0
V1611;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i olycka, ej trafik-lek,fritid;0
W1611;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-institutionellt boende-lek,fritid;0
V1612;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i olycka, ej trafik-förvärvsarbete;0
W1612;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-institutionellt boende-förvärvsarbete;0
V1613;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i olycka, ej trafik-annan sysselsättning;0
W1613;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-institutionellt boende-annan sysselsättning;0
V1614;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i olycka, ej trafik-vitalaktivitet;0
W1614;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-institutionellt boende-vitalaktivitet;0
V1618;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i olycka, ej trafik-andra aktiviteter;0
W1618;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-institutionellt boende-andra aktiviteter;0
V1619;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i olycka, ej trafik-ospec aktiviteter;0
W1619;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-institutionellt boende-ospec aktiviteter;0
V1620;Cyklist skadad i kollision med annat icke motordrivet fordon, cyklist, icke specificerad, skadad i olycka, ej trafik-idrott;0
W1620;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-skola, offentlig lokal-idrott;0
V1621;Cyklist skadad i kollision med annat icke motordrivet fordon, cyklist, icke specificerad, skadad i olycka, ej trafik-lek,fritid;0
W1621;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-skola, offentlig lokal-lek,fritid;0
V1622;Cyklist skadad i kollision med annat icke motordrivet fordon, cyklist, icke specificerad, skadad i olycka, ej trafik-förvärvsarbete;0
W1622;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-skola, offentlig lokal-förvärvsarbete;0
V1623;Cyklist skadad i kollision med annat icke motordrivet fordon, cyklist, icke specificerad, skadad i olycka, ej trafik-annan sysselsättning;0
W1623;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-skola, offentlig lokal-annan sysselsättning;0
V1624;Cyklist skadad i kollision med annat icke motordrivet fordon, cyklist, icke specificerad, skadad i olycka, ej trafik-vitalaktivitet;0
W1624;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-skola, offentlig lokal-vitalaktivitet;0
V1628;Cyklist skadad i kollision med annat icke motordrivet fordon, cyklist, icke specificerad, skadad i olycka, ej trafik-andra aktiviteter;0
W1628;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-skola, offentlig lokal-andra aktiviteter;0
V1629;Cyklist skadad i kollision med annat icke motordrivet fordon, cyklist, icke specificerad, skadad i olycka, ej trafik-ospec aktiviteter;0
W1629;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-skola, offentlig lokal-ospec aktiviteter;0
V1630;Cyklist skadad i kollision med annat icke motordrivet fordon, person skadad vid av- och påstigning av cykel-idrott;0
W1630;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-idrottsanläggning-idrott;0
V1631;Cyklist skadad i kollision med annat icke motordrivet fordon, person skadad vid av- och påstigning av cykel-lek,fritid;0
W1631;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-idrottsanläggning-lek,fritid;0
V1632;Cyklist skadad i kollision med annat icke motordrivet fordon, person skadad vid av- och påstigning av cykel-förvärvsarbete;0
W1632;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-idrottsanläggning-förvärvsarbete;0
V1633;Cyklist skadad i kollision med annat icke motordrivet fordon, person skadad vid av- och påstigning av cykel-annan sysselsättning;0
W1633;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-idrottsanläggning-annan sysselsättning;0
V1634;Cyklist skadad i kollision med annat icke motordrivet fordon, person skadad vid av- och påstigning av cykel-vitalaktivitet;0
W1634;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-idrottsanläggning-vitalaktivitet;0
V1638;Cyklist skadad i kollision med annat icke motordrivet fordon, person skadad vid av- och påstigning av cykel-andra aktiviteter;0
W1638;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-idrottsanläggning-andra aktiviteter;0
V1639;Cyklist skadad i kollision med annat icke motordrivet fordon, person skadad vid av- och påstigning av cykel-ospec aktiviteter;0
W1639;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-idrottsanläggning-ospec aktiviteter;0
V1640;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i trafikolycka-idrott;0
W1640;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-gata-idrott;0
V1641;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i trafikolycka-lek,fritid;0
W1641;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-gata-lek,fritid;0
V1642;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i trafikolycka-förvärvsarbete;0
W1642;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-gata-förvärvsarbete;0
V1643;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i trafikolycka-annan sysselsättning;0
W1643;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-gata-annan sysselsättning;0
V1644;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i trafikolycka-vitalaktivitet;0
W1644;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-gata-vitalaktivitet;0
V1648;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i trafikolycka-andra aktiviteter;0
W1648;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-gata-andra aktiviteter;0
V1649;Cyklist skadad i kollision med annat icke motordrivet fordon, förare av cykel skadad i trafikolycka-ospec aktiviteter;0
W1649;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-gata-ospec aktiviteter;0
V1650;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i trafikolycka-idrott;0
W1650;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-serviceområde-idrott;0
V1651;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i trafikolycka-lek,fritid;0
W1651;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-serviceområde-lek,fritid;0
V1652;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i trafikolycka-förvärvsarbete;0
W1652;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-serviceområde-förvärvsarbete;0
V1653;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i trafikolycka-annan sysselsättning;0
W1653;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-serviceområde-annan sysselsättning;0
V1654;Cyklist skadad i kollision med annat icke motordrivet fordon, passagerare på cykel skadad i trafikolycka-vitalaktivitet;0
W1654;Dykning eller hopp i vatten med annan skada än drunkning eller drunkningstillbud-serviceområde-vitalaktivitet;0
