kóði;enskt heiti;;staða
L94.1;Linear scleroderma;;1
L94.2;Calcinosis cutis;;1
L94.3;Sclerodactyly;;1
L94.4;Gottron's papules;;1
L94.5;Poikiloderma vasculare atrophicans;;1
L94.6;Ainhum;;1
L94.8;Other specified localized connective tissue disorders;;1
L94.9;Localized connective tissue disorder, unspecified;;1
L95.0;Livedoid vasculitis;;1
L95.1;Erythema elevatum diutinum;;1
L95.8;Other vasculitis limited to skin;;1
L95.9;Vasculitis limited to skin, unspecified;;1
L97;Ulcer of lower limb, not elsewhere classified;;1
L98.0;Pyogenic granuloma;;1
L98.1;Factitial dermatitis;;1
L98.2;Febrile neutrophilic dermatosis [Sweet];;1
L98.3;Eosinophilic cellulitis [Wells];;1
L98.4;Chronic ulcer of skin, not elsewhere classified;;1
L98.5;Mucinosis of skin;;1
L98.6;Other infiltrative disorders of skin and subcutaneous tissue;;1
L98.8;Other specified disorders of skin and subcutaneous tissue;;1
L98.9;Disorder of skin and subcutaneous tissue, unspecified;;1
L99.0;Amyloidosis of skin (E85. +);;1
L99.8;Other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere;;1
M00.0;Staphylococcal arthritis and polyarthritis;;1
M00.1;Pneumococcal arthritis and polyarthritis;;1
M00.2;Other streptococcal arthritis and polyarthritis;;1
M00.8;Arthritis and polyarthritis due to other specified bacterial agents;;1
M00.9;Pyogenic arthritis, unspecified;;1
M01.0;Meningococcal arthritis (A39.8+);;1
M01.1;Tuberculosis of hip (A18.0+);;1
M01.2;Arthritis in Lyme disease (A69.2+);;1
M01.3;Arthritis in other bacterial diseases classified elsewhere;;1
M01.4;Rubella arthritis (B06.8+);;1
M01.5;Arthritis in other viral diseases classified elsewhere;;1
M01.6;Arthritis in mycoses (B35-B49+);;1
M01.8;Arthritis in other infectious and parasitic diseases classified elsewhere;;1
M02.0;Arthropathy following intestinal bypass;;1
M02.1;Postdysenteric arthropathy;;1
M02.2;Postimmunization arthropathy;;1
M02.3;Reiter's disease;;1
M02.8;Other reactive arthropathies;;1
M02.9;Reactive arthropathy, unspecified;;1
M03.0;Postmeningococcal arthritis (A39.8+);;1
M03.1;Postinfective arthropathy in syphilis;;1
M03.2;Other postinfectious arthropathies in diseases classified elsewhere;;1
M03.6;Reactive arthropathy in other diseases classified elsewhere;;1
M05.0;Felty's syndrome;;1
M05.1;Rheumatoid lung disease (J99.0*);;1
M05.2;Rheumatoid vasculitis;;1
M05.3;Rheumatoid arthritis with involvement of other organs and systems;;1
M05.8;Other seropositive rheumatoid arthritis;;1
M05.9;Seropositive rheumatoid arthritis, unspecified;;1
M06.0;Seronegative rheumatoid arthritis;;1
M06.1;Adult-onset Still's disease;;1
M06.2;Rheumatoid bursitis;;1
M06.3;Rheumatoid nodule;;1
M06.4;Inflammatory polyarthropathy;;1
M06.8;Other specified rheumatoid arthritis;;1
M06.9;Rheumatoid arthritis, unspecified;;1
M07.0;Distal interphalangeal psoriatic arthropathy (L40.5+);;1
M07.1;Arthritis mutilans (L40.5+);;1
M07.2;Psoriatic spondylitis (L40.5+);;1
M07.3;Other psoriatic arthropathies (L40.5+);;1
M07.4;Crohn's disease [ regional enteritis ] (K50. +);;1
M07.5;Arthropathy in ulcerative colitis (K51. +);;1
M07.6;Other enteropathic arthropathies;;1
M08.0;Juvenile rheumatoid arthritis;;1
M08.1;Juvenile ankylosing spondylitis;;1
M08.2;Juvenile arthritis with systemic onset;;1
M08.3;Juvenile polyarthritis (seronegative);;1
M08.4;Pauciarticular juvenile arthritis;;1
M08.8;Other juvenile arthritis;;1
M08.9;Juvenile arthritis, unspecified;;1
M09.0;Juvenile arthritis in psoriasis (L40.5+);;1
M09.1;Juvenile arthritis in Crohn's disease [ regional enteritis ] (K50. +);;1
M09.2;Juvenile arthritis in ulcerative colitis (K51. +);;1
M09.8;Juvenile arthritis in other diseases classified elsewhere;;1
M10.0;Idiopathic gout;;1
M10.1;Lead-induced gout;;1
M10.2;Drug-induced gout;;1
M10.3;Gout due to impairment of renal function;;1
M10.4;Other secondary gout;;1
M10.9;Gout, unspecified;;1
M11.0;Hydroxyapatite deposition disease;;1
M11.1;Familial chondrocalcinosis;;1
M11.2;Other chondrocalcinosis;;1
M11.8;Other specified crystal arthropathies;;1
M11.9;Crystal arthropathy, unspecified;;1
M12.0;Chronic postrheumatic arthropathy [Jaccoud];;1
M12.1;Kaschin-Beck disease;;1
M12.2;Villonodular synovitis (pigmented);;1
M12.3;Palindromic rheumatism;;1
M12.4;Intermittent hydrarthrosis;;1
M12.5;Traumatic arthropathy;;1
M12.8;Other specific arthropathies, not elsewhere classified;;1
M13.0;Polyarthritis, unspecified;;1
M13.1;Monoarthritis, not elsewhere classified;;1
M13.8;Other specified arthritis;;1
M13.9;Arthritis, unspecified;;1
M14.0;Gouty arthropathy due to enzyme defects and other inherited disorders;;1
M14.1;Crystal arthropathy in other metabolic disorders;;1
M14.2;Diabetic arthropathy (E10-E14+ with common fourth character .6);;1
M14.3;Lipoid dermatoarthritis (E78.8+);;1
M14.4;Arthropathy in amyloidosis (E85. +);;1
M14.5;Arthropathies in other endocrine, nutritional and metabolic disorders;;1
M14.6;Neuropathic arthropathy;;1
M14.8;Arthropathies in other specified diseases classified elsewhere;;1
M15.0;Primary generalized (osteo)arthrosis;;1
M15.1;Heberden's nodes (with arthropathy);;1
M15.2;Bouchard's nodes (with arthropathy);;1
M15.3;Secondary multiple arthrosis;;1
M15.4;Erosive (osteo)arthrosis;;1
M15.8;Other polyarthrosis;;1
M15.9;Polyarthrosis, unspecified;;1
M16.0;Primary coxarthrosis, bilateral;;1
M16.1;Other primary coxarthrosis;;1
M16.2;Coxarthrosis resulting from dysplasia, bilateral;;1
M16.3;Other dysplastic coxarthrosis;;1
M16.4;Post-traumatic coxarthrosis, bilateral;;1
M16.5;Other post-traumatic coxarthrosis;;1
M16.6;Other secondary coxarthrosis, bilateral;;1
M16.7;Other secondary coxarthrosis;;1
M16.9;Coxarthrosis, unspecified;;1
M17.0;Primary gonarthrosis, bilateral;;1
M17.1;Other primary gonarthrosis;;1
M17.2;Post-traumatic gonarthrosis, bilateral;;1
M17.3;Other post-traumatic gonarthrosis;;1
M17.4;Other secondary gonarthrosis, bilateral;;1
M17.5;Other secondary gonarthrosis;;1
M17.9;Gonarthrosis, unspecified;;1
M18.0;Primary arthrosis of first carpometacarpal joints, bilateral;;1
M18.1;Other primary arthrosis of first carpometacarpal joint;;1
M18.2;Post-traumatic arthrosis of first carpometacarpal joints, bilateral;;1
M18.3;Other post-traumatic arthrosis of first carpometacarpal joint;;1
M18.4;Other secondary arthrosis of first carpometacarpal joints, bilateral;;1
M18.5;Other secondary arthrosis of first carpometacarpal joint;;1
M18.9;Arthrosis of first carpometacarpal joint, unspecified;;1
M19.0;Primary arthrosis of other joints;;1
M19.1;Post-traumatic arthrosis of other joints;;1
M19.2;Other secondary arthrosis;;1
M19.8;Other specified arthrosis;;1
M19.9;Arthrosis, unspecified;;1
M20.0;Deformity of finger(s);;1
M20.1;Hallux valgus (acquired);;1
M20.2;Hallux rigidus;;1
M20.3;Other deformity of hallux (acquired);;1
M20.4;Other hammer toe(s) (acquired);;1
M20.5;Other deformities of toe(s) (acquired);;1
M20.6;Acquired deformity of toe(s), unspecified;;1
M21.0;Valgus deformity, not elsewhere classified;;1
M21.1;Varus deformity, not elsewhere classified;;1
M21.2;Flexion deformity;;1
M21.3;Wrist or foot drop (acquired);;1
M21.4;Flat foot [pes planus] (acquired);;1
M21.5;Acquired clawhand, clubhand, clawfoot and clubfoot;;1
M21.6;Other acquired deformities of ankle and foot;;1
M21.7;Unequal limb length (acquired);;1
M21.8;Other specified acquired deformities of limbs;;1
M21.9;Acquired deformity of limb, unspecified;;1
M22.0;Recurrent dislocation of patella;;1
M22.1;Recurrent subluxation of patella;;1
M22.2;Patellofemoral disorders;;1
M22.3;Other derangements of patella;;1
M22.4;Chondromalacia patellae;;1
M22.8;Other disorders of patella;;1
M22.9;Disorder of patella, unspecified;;1
M23.0;Cystic meniscus;;1
M23.1;Discoid meniscus (congenital);;1
M23.2;Derangement of meniscus due to old tear or injury;;1
M23.3;Other meniscus derangements;;1
M23.4;Loose body in knee;;1
M23.5;Chronic instability of knee;;1
M23.6;Other spontaneous disruption of ligament(s) of knee;;1
M23.8;Other internal derangements of knee;;1
M23.9;Internal derangement of knee, unspecified;;1
M24.0;Loose body in joint;;1
M24.1;Other articular cartilage disorders;;1
M24.2;Disorder of ligament;;1
M24.3;Pathological dislocation and subluxation of joint, not elsewhere classified;;1
M24.4;Recurrent dislocation and subluxation of joint;;1
M24.5;Contracture of joint;;1
M24.6;Ankylosis of joint;;1
M24.7;Protrusio acetabuli;;1
M24.8;Other specific joint derangements, not elsewhere classified;;1
M24.9;Joint derangement, unspecified;;1
M25.0;Haemarthrosis;;1
M25.1;Fistula of joint;;1
M25.2;Flail joint;;1
M25.3;Other instability of joint;;1
M25.4;Effusion of joint;;1
M25.5;Pain in joint;;1
M25.6;Stiffness of joint, not elsewhere classified;;1
M25.7;Osteophyte;;1
M25.8;Other specified joint disorders;;1
M25.9;Joint disorder, unspecified;;1
M30.0;Polyarteritis nodosa;;1
M30.1;Polyarteritis with lung involvement [Churg-Strauss];;1
M30.2;Juvenile polyarteritis;;1
M30.3;Mucocutaneous lymph node syndrome [Kawasaki];;1
M30.8;Other conditions related to polyarteritis nodosa;;1
M31.0;Hypersensitivity angiitis;;1
M31.1;Thrombotic microangiopathy;;1
M31.2;Lethal midline granuloma;;1
M31.3;Wegener's granulomatosis;;1
M31.4;Aortic arch syndrome [Takayasu];;1
M31.5;Giant cell arteritis with polymyalgia rheumatica;;1
M31.6;Other giant cell arteritis;;1
M31.7;Microscopic polyangiitis;;1
M31.8;Other specified necrotizing vasculopathies;;1
M31.9;Necrotizing vasculopathy, unspecified;;1
M32.0;Drug-induced systemic lupus erythematosus;;1
M32.1;Systemic lupus erythematosus with organ or system involvement;;1
M32.8;Other forms of systemic lupus erythematosus;;1
M32.9;Systemic lupus erythematosus, unspecified;;1
M33.0;Juvenile dermatomyositis;;1
M33.1;Other dermatomyositis;;1
M33.2;Polymyositis;;1
M33.9;Dermatopolymyositis, unspecified;;1
M34.0;Progressive systemic sclerosis;;1
M34.1;CR(E)ST syndrome;;1
M34.2;Systemic sclerosis induced by drugs and chemicals;;1
M34.8;Other forms of systemic sclerosis;;1
M34.9;Systemic sclerosis, unspecified;;1
M35.0;Sicca syndrome [Sjögren];;1
M35.1;Other overlap syndromes;;1
M35.2;Behcet's disease;;1
M35.3;Polymyalgia rheumatica;;1
M35.4;Diffuse (eosinophilic) fasciitis;;1
M35.5;Multifocal fibrosclerosis;;1
M35.6;Relapsing panniculitis [Weber-Christian];;1
M35.7;Hypermobility syndrome;;1
M35.8;Other specified systemic involvement of connective tissue;;1
M35.9;Systemic involvement of connective tissue, unspecified;;1
M36.0;Dermato(poly)myositis in neoplastic disease (C00-D48+);;1
M36.1;Arthropathy in neoplastic disease (C00-D48+);;1
M36.2;Haemophilic arthropathy (D66-D68+);;1
M36.3;Arthropathy in other blood disorders (D50-D76+);;1
M36.4;Arthropathy in hypersensitivity reactions classified elsewhere;;1
M36.8;Systemic disorders of connective tissue in other diseases classified elsewhere;;1
M40.0;Postural kyphosis;;1
M40.1;Other secondary kyphosis;;1
M40.2;Other and unspecified kyphosis;;1
M40.3;Flatback syndrome;;1
M40.4;Other lordosis;;1
M40.5;Lordosis, unspecified;;1
M41.0;Infantile idiopathic scoliosis;;1
M41.1;Juvenile idiopathic scoliosis;;1
M41.2;Other idiopathic scoliosis;;1
M41.3;Thoracogenic scoliosis;;1
M41.4;Neuromuscular scoliosis;;1
M41.5;Other secondary scoliosis;;1
M41.8;Other forms of scoliosis;;1
M41.9;Scoliosis, unspecified;;1
M42.0;Juvenile osteochondrosis of spine;;1
M42.1;Adult osteochondrosis of spine;;1
M42.9;Spinal osteochondrosis, unspecified;;1
M43.0;Spondylolysis;;1
M43.1;Spondylolisthesis;;1
M43.2;Other fusion of spine;;1
M43.3;Recurrent atlantoaxial subluxation with myelopathy;;1
M43.4;Other recurrent atlantoaxial subluxation;;1
M43.5;Other recurrent vertebral subluxation;;1
M43.6;Torticollis;;1
M43.8;Other specified deforming dorsopathies;;1
M43.9;Deforming dorsopathy, unspecified;;1
M45.5;Ankylosing spondylitis, thoracolumbar region;;1
M46.0;Spinal enthesopathy;;1
M46.1;Sacroiliitis, not elsewhere classified;;1
M46.2;Osteomyelitis of vertebra;;1
M46.3;Infection of intervertebral disc (pyogenic);;1
M46.4;Discitis, unspecified;;1
M46.5;Other infective spondylopathies;;1
M46.8;Other specified inflammatory spondylopathies;;1
M46.9;Inflammatory spondylopathy, unspecified;;1
M47.0;Anterior spinal and vertebral artery compression syndromes (G99.2*);;1
M47.1;Other spondylosis with myelopathy;;1
M47.2;Other spondylosis with radiculopathy;;1
M47.8;Other spondylosis;;1
M47.9;Spondylosis, unspecified;;1
M48.0;Spinal stenosis;;1
M48.1;Ankylosing hyperostosis [Forestier];;1
M48.2;Kissing spine;;1
M48.3;Traumatic spondylopathy;;1
M48.4;Fatigue fracture of vertebra;;1
M48.5;Collapsed vertebra, not elsewhere classified;;1
M48.8;Other specified spondylopathies;;1
M48.9;Spondylopathy, unspecified;;1
M49.0;Tuberculosis of spine (A18.0+);;1
M49.1;Brucella spondylitis (A23. +);;1
M49.2;Enterobacterial spondylitis (A01-A04+);;1
M49.3;Spondylopathy in other infectious and parasitic diseases classified elsewhere;;1
M49.4;Neuropathic spondylopathy;;1
M49.5;Collapsed vertebra in diseases classified elsewhere;;1
M49.8;Spondylopathy in other diseases classified elsewhere;;1
M50.0;Cervical disc disorder with myelopahty (G99.2*);;1
M50.1;Cervical disc disorder with radiculopathy;;1
M50.2;Other cervical disc displacement;;1
M50.3;Other cervical disc degeneration;;1
M50.8;Other cervical disc disorders;;1
M50.9;Cervical disc disorder, unspecified;;1
M51.0;Lumbar and other intervertebral disc disorder with myelopathy (G99.2*);;1
M51.1;Lumbar and other intervertebral disc disorders with radiculopathy (G55.1*);;1
M51.2;Other specified intervertebral disc displacement;;1
M51.3;Other specified intervertebral disc degeneration;;1
M51.4;Schmorl's nodes;;1
M51.8;Other specified intervertebral disc disorders;;1
M51.9;Intervertebral disc disorder, unspecified;;1
M53.0;Cervicocranial syndrome;;1
M53.1;Cervicobrachial syndrome;;1
M53.2;Spinal instabilities;;1
M53.3;Sacrococcygeal disorders, not elsewhere classified;;1
M53.8;Other specified dorsopathies;;1
M53.9;Dorsopathy, unspecified;;1
M54.0;Panniculitis affecting regions of neck and back;;1
M54.1;Radiculopathy;;1
M54.2;Cervicalgia;;1
M54.3;Sciatica;;1
M54.4;Lumbago with sciatica;;1
M54.5;Low back pain;;1
M54.6;Pain in thoracic spine;;1
M54.8;Other dorsalgia;;1
M54.9;Dorsalgia, unspecified;;1
M60.0;Infective myositis;;1
M60.1;Interstitial myositis;;1
M60.2;Foreign body granuloma of soft tissue, not elsewhere classified;;1
M60.8;Other myositis;;1
M60.9;Myositis, unspecified;;1
M61.0;Myositis ossificans traumatica;;1
M61.1;Myositis ossificans progressiva;;1
M61.2;Paralytic calcification and ossification of muscle;;1
M61.3;Calcification and ossification of muscles associated with burns;;1
M61.4;Other calcification of muscle;;1
M61.5;Other ossification of muscle;;1
M61.9;Calcification and ossification of muscle, unspecified;;1
M62.0;Diastasis of muscle;;1
M62.1;Other rupture of muscle (nontraumatic);;1
M62.2;Ischaemic infarction of muscle;;1
M62.3;Immobility syndrome (paraplegic);;1
M62.4;Contracture of muscle;;1
M62.5;Muscle wasting and atrophy, not elsewhere classified;;1
M62.6;Muscle strain;;1
M62.8;Other specified disorders of muscle;;1
M62.9;Disorder of muscle, unspecified;;1
M63.0;Myositis in bacterial diseases classified elsewhere;;1
M63.1;Myositis in protozoal and parasitic infections classified elsewhere;;1
M63.2;Myositis in other infectious diseases classified elsewhere;;1
M63.3;Myositis in sarcoidosis (D86.8+);;1
M63.8;Other disorders of muscle in diseases classified elsewhere;;1
M65.0;Abscess of tendon sheath;;1
M65.1;Other infective (teno)synovitis;;1
M65.2;Calcific tendinitis;;1
M65.3;Trigger finger;;1
M65.4;Radial styloid tenosynovitis [de Quervain];;1
M65.8;Other synovitis and tenosynovitis;;1
M65.9;Synovitis and tenosynovitis, unspecified;;1
M66.0;Rupture of popliteal cyst;;1
M66.1;Rupture of synovium;;1
M66.2;Spontaneous rupture of extensor tendons;;1
M66.3;Spontaneous rupture of flexor tendons;;1
M66.4;Spontaneous rupture of other tendons;;1
M66.5;Spontaneous rupture of unspecified tendon;;1
M67.0;Short Achilles tendon (acquired);;1
M67.1;Other contracture of tendon (sheath);;1
M67.2;Synovial hypertrophy, not elsewhere classified;;1
M67.3;Transient synovitis;;1
M67.4;Ganglion;;1
M67.8;Other specified disorders of synovium and tendon;;1
M67.9;Disorder of synovium and tendon, unspecified;;1
M68.0;Synovitis and tenosynovitis in bacterial diseases classified elsewhere;;1
M68.8;Other disorders of synovium and tendon in diseases classified elsewhere;;1
M70.0;Chronic crepitant synovitis of hand and wrist;;1
M70.1;Bursitis of hand;;1
M70.2;Olecranon bursitis;;1
M70.3;Other bursitis of elbow;;1
M70.4;Prepatellar bursitis;;1
M70.5;Other bursitis of knee;;1
M70.6;Trochanteric bursitis;;1
M70.7;Other bursitis of hip;;1
M70.8;Other soft tissue disorders related to use, overuse and pressure;;1
M70.9;Unspecified soft tissue disorder related to use, overuse and pressure;;1
M71.0;Abscess of bursa;;1
M71.1;Other infective bursitis;;1
M71.2;Synovial cyst of popliteal space [Baker];;1
M71.3;Other bursal cyst;;1
M71.4;Calcium deposit in bursa;;1
M71.5;Other bursitis, not elsewhere classified;;1
M71.8;Other specified bursopathies;;1
M71.9;Bursopathy, unspecified;;1
M72.0;Palmar fascial fibromatosis [Dupuytren];;1
M72.1;Knuckle pads;;1
M72.2;Plantar fascial fibromatosis;;1
M72.4;Pseudosarcomatous fibromatosis, nodular fasciitis;;1
M72.6;Necrotising fascitits;;1
M72.8;Other fibroblastic disorders;;1
M72.9;Fibroblastic disorder, unspecified;;1
M73.0;Gonococcal bursitis (A54.4+);;1
M73.1;Syphilitic bursitis (A52.7+);;1
M73.8;Other soft tissue disorders in diseases classified elsewhere;;1
M75.0;Adhesive capsulitis of shoulder;;1
M75.1;Rotator cuff syndrome;;1
M75.2;Bicipital tendinitis;;1
M75.3;Calcific tendinitis of shoulder;;1
M75.4;Impingement syndrome of shoulder;;1
M75.5;Bursitis of shoulder;;1
M75.8;Other shoulder lesions;;1
M75.9;Shoulder lesion, unspecified;;1
M76.0;Gluteal tendinitis;;1
M76.1;Psoas tendinitis;;1
M76.2;Iliac crest spur;;1
M76.3;Iliotibial band syndrome;;1
M76.4;Tibial collateral bursitis [Pellegrini-Stieda];;1
M76.5;Patellar tendinitis;;1
M76.6;Achilles tendinitis;;1
M76.7;Peroneal tendinitis;;1
M76.8;Other enthesopathies of lower limb, excluding foot;;1
M76.9;Enthesopathy of lower limb, unspecified;;1
M77.0;Medial epicondylitis;;1
M77.1;Lateral epicondylitis;;1
M77.2;Periarthritis of wrist;;1
M77.3;Calcaneal spur;;1
M77.4;Metatarsalgia;;1
M77.5;Other enthesopathy of foot;;1
